BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905443,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905444,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905448,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905449,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905450,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905451,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905453,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905454,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905457,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905458,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,733.2,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905461,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905463,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905464,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,769.81,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905466,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905468,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,587.12,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905469,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,720.4,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905476,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905477,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905478,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905480,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905481,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,665.54,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905484,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,515,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905486,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905487,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905488,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905492,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905493,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905494,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905495,GRANITE STATE MGMT&RESOURCES,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,GRANITE STATE MGMT&RESOURCES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905496,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,533,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905502,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905503,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905504,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,720,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905505,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905509,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,700,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905510,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905513,DEPT OF EDUCATION/EDFINANCIAL,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905514,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905516,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,601.85,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905517,DEPT OF EDUCATION/EDFINANCIAL,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905523,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905524,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,528.85,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905525,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905526,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905527,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905529,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,633,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905532,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,748.15,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905535,EDAMERICA,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,EDAMERICA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905536,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,720,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905538,NELNET INC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NELNET INC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905539,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,591.39,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905543,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905544,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905545,ACS,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905551,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,733,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905555,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905558,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905559,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,583,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905561,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905563,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905570,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905574,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905575,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905577,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905578,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,698.97,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905580,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905582,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,628,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905586,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905587,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905591,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905596,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905598,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905599,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905600,DEPT OF EDUCATION/GREAT LAKES - DOE,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905601,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905602,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905603,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,550,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905604,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905611,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905612,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905616,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905617,NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905618,AMERICAN EDUCATION SERVICES,2/1/2017,2/28/2017,STUDENT LOANS,753,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905621,DEPT OF EDUCATION/MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905622,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905623,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,738.33,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905628,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905629,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905630,DEPT OF EDUCATION,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905632,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905633,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905634,DEPT OF EDUCATION/NELNET,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905636,DEPT OF EDUCATION/NAVIENT,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905637,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905638,MOHELA,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,2/21/2017,AP,905639,DEPT OF EDUC VIA FEDLOAN SVC,2/1/2017,2/28/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
